# source time function
# time function type  : 1
# amplification factor:  1.00000E+10
# DT                  :  5.00000E-05
# t0                  :  1.20000E-01
# time shift          :  0.00000E+00
# format
#time  #used_STF  #initial_source_function_value
  0.370700002      -0.00000000      -0.0000000000000000     
  0.370750010      -0.00000000      -0.0000000000000000     
  0.370799989      -0.00000000      -0.0000000000000000     
  0.370849997      -0.00000000      -0.0000000000000000     
  0.370900005      -0.00000000      -0.0000000000000000     
  0.370950013      -0.00000000      -0.0000000000000000     
  0.370999992      -0.00000000      -0.0000000000000000     
  0.371050000      -0.00000000      -0.0000000000000000     
  0.371100008      -0.00000000      -0.0000000000000000     
  0.371149987      -0.00000000      -0.0000000000000000     
  0.371199995      -0.00000000      -0.0000000000000000     
  0.371250004      -0.00000000      -0.0000000000000000     
  0.371300012      -0.00000000      -0.0000000000000000     
  0.371349990      -0.00000000      -0.0000000000000000     
  0.371399999      -0.00000000      -0.0000000000000000     
  0.371450007      -0.00000000      -0.0000000000000000     
  0.371499985      -0.00000000      -0.0000000000000000     
  0.371549994      -0.00000000      -0.0000000000000000     
  0.371600002      -0.00000000      -0.0000000000000000     
  0.371650010      -0.00000000      -0.0000000000000000     
  0.371699989      -0.00000000      -0.0000000000000000     
  0.371749997      -0.00000000      -0.0000000000000000     
  0.371800005      -0.00000000      -0.0000000000000000     
  0.371850014      -0.00000000      -0.0000000000000000     
  0.371899992      -0.00000000      -0.0000000000000000     
  0.371950001      -0.00000000      -0.0000000000000000     
  0.372000009      -0.00000000      -0.0000000000000000     
  0.372049987      -0.00000000      -0.0000000000000000     
  0.372099996      -0.00000000      -0.0000000000000000     
  0.372150004      -0.00000000      -0.0000000000000000     
  0.372200012      -0.00000000      -0.0000000000000000     
  0.372249991      -0.00000000      -0.0000000000000000     
  0.372299999      -0.00000000      -0.0000000000000000     
  0.372350007      -0.00000000      -0.0000000000000000     
  0.372399986      -0.00000000      -0.0000000000000000     
  0.372449994      -0.00000000      -0.0000000000000000     
  0.372500002      -0.00000000      -0.0000000000000000     
  0.372550011      -0.00000000      -0.0000000000000000     
  0.372599989      -0.00000000      -0.0000000000000000     
  0.372649997      -0.00000000      -0.0000000000000000     
  0.372700006      -0.00000000      -0.0000000000000000     
  0.372750014      -0.00000000      -0.0000000000000000     
  0.372799993      -0.00000000      -0.0000000000000000     
  0.372850001      -0.00000000      -0.0000000000000000     
  0.372900009      -0.00000000      -0.0000000000000000     
  0.372949988      -0.00000000      -0.0000000000000000     
  0.372999996      -0.00000000      -0.0000000000000000     
  0.373050004      -0.00000000      -0.0000000000000000     
  0.373100013      -0.00000000      -0.0000000000000000     
  0.373149991      -0.00000000      -0.0000000000000000     
  0.373199999      -0.00000000      -0.0000000000000000     
  0.373250008      -0.00000000      -0.0000000000000000     
  0.373299986      -0.00000000      -0.0000000000000000     
  0.373349994      -0.00000000      -0.0000000000000000     
  0.373400003      -0.00000000      -0.0000000000000000     
  0.373450011      -0.00000000      -0.0000000000000000     
  0.373499990      -0.00000000      -0.0000000000000000     
  0.373549998      -0.00000000      -0.0000000000000000     
  0.373600006      -0.00000000      -0.0000000000000000     
  0.373650014      -0.00000000      -0.0000000000000000     
  0.373699993      -0.00000000      -0.0000000000000000     
  0.373750001      -0.00000000      -0.0000000000000000     
  0.373800009      -0.00000000      -0.0000000000000000     
  0.373849988      -0.00000000      -0.0000000000000000     
  0.373899996      -0.00000000      -0.0000000000000000     
  0.373950005      -0.00000000      -0.0000000000000000     
  0.374000013      -0.00000000      -0.0000000000000000     
  0.374049991      -0.00000000      -0.0000000000000000     
  0.374100000      -0.00000000      -0.0000000000000000     
  0.374150008      -0.00000000      -0.0000000000000000     
  0.374199986      -0.00000000      -0.0000000000000000     
  0.374249995      -0.00000000      -0.0000000000000000     
  0.374300003      -0.00000000      -0.0000000000000000     
  0.374350011      -0.00000000      -0.0000000000000000     
  0.374399990      -0.00000000      -0.0000000000000000     
  0.374449998      -0.00000000      -0.0000000000000000     
  0.374500006      -0.00000000      -0.0000000000000000     
  0.374550015      -0.00000000      -0.0000000000000000     
  0.374599993      -0.00000000      -0.0000000000000000     
  0.374650002      -0.00000000      -0.0000000000000000     
  0.374700010      -0.00000000      -0.0000000000000000     
  0.374749988      -0.00000000      -0.0000000000000000     
  0.374799997      -0.00000000      -0.0000000000000000     
  0.374850005      -0.00000000      -0.0000000000000000     
  0.374900013      -0.00000000      -0.0000000000000000     
  0.374949992      -0.00000000      -0.0000000000000000     
  0.375000000      -0.00000000      -0.0000000000000000     
  0.375050008      -0.00000000      -0.0000000000000000     
  0.375099987      -0.00000000      -0.0000000000000000     
  0.375149995      -0.00000000      -0.0000000000000000     
  0.375200003      -0.00000000      -0.0000000000000000     
  0.375250012      -0.00000000      -0.0000000000000000     
  0.375299990      -0.00000000      -0.0000000000000000     
  0.375349998      -0.00000000      -0.0000000000000000     
  0.375400007      -0.00000000      -0.0000000000000000     
  0.375449985      -0.00000000      -0.0000000000000000     
  0.375499994      -0.00000000      -0.0000000000000000     
  0.375550002      -0.00000000      -0.0000000000000000     
  0.375600010      -0.00000000      -0.0000000000000000     
  0.375649989      -0.00000000      -0.0000000000000000     
  0.375699997      -0.00000000      -0.0000000000000000     
  0.375750005      -0.00000000      -0.0000000000000000     
  0.375800014      -0.00000000      -0.0000000000000000     
  0.375849992      -0.00000000      -0.0000000000000000     
  0.375900000      -0.00000000      -0.0000000000000000     
  0.375950009      -0.00000000      -0.0000000000000000     
  0.375999987      -0.00000000      -0.0000000000000000     
  0.376049995      -0.00000000      -0.0000000000000000     
  0.376100004      -0.00000000      -0.0000000000000000     
  0.376150012      -0.00000000      -0.0000000000000000     
  0.376199991      -0.00000000      -0.0000000000000000     
  0.376249999      -0.00000000      -0.0000000000000000     
  0.376300007      -0.00000000      -0.0000000000000000     
  0.376349986      -0.00000000      -0.0000000000000000     
  0.376399994      -0.00000000      -0.0000000000000000     
  0.376450002      -0.00000000      -0.0000000000000000     
  0.376500010      -0.00000000      -0.0000000000000000     
  0.376549989      -0.00000000      -0.0000000000000000     
  0.376599997      -0.00000000      -0.0000000000000000     
  0.376650006      -0.00000000      -0.0000000000000000     
  0.376700014      -0.00000000      -0.0000000000000000     
  0.376749992      -0.00000000      -0.0000000000000000     
  0.376800001      -0.00000000      -0.0000000000000000     
  0.376850009      -0.00000000      -0.0000000000000000     
  0.376899987      -0.00000000      -0.0000000000000000     
  0.376949996      -0.00000000      -0.0000000000000000     
  0.377000004      -0.00000000      -0.0000000000000000     
  0.377050012      -0.00000000      -0.0000000000000000     
  0.377099991      -0.00000000      -0.0000000000000000     
  0.377149999      -0.00000000      -0.0000000000000000     
  0.377200007      -0.00000000      -0.0000000000000000     
  0.377249986      -0.00000000      -0.0000000000000000     
  0.377299994      -0.00000000      -0.0000000000000000     
  0.377350003      -0.00000000      -0.0000000000000000     
  0.377400011      -0.00000000      -0.0000000000000000     
  0.377449989      -0.00000000      -0.0000000000000000     
  0.377499998      -0.00000000      -0.0000000000000000     
  0.377550006      -0.00000000      -0.0000000000000000     
  0.377600014      -0.00000000      -0.0000000000000000     
  0.377649993      -0.00000000      -0.0000000000000000     
  0.377700001      -0.00000000      -0.0000000000000000     
  0.377750009      -0.00000000      -0.0000000000000000     
  0.377799988      -0.00000000      -0.0000000000000000     
  0.377849996      -0.00000000      -0.0000000000000000     
  0.377900004      -0.00000000      -0.0000000000000000     
  0.377950013      -0.00000000      -0.0000000000000000     
  0.377999991      -0.00000000      -0.0000000000000000     
  0.378049999      -0.00000000      -0.0000000000000000     
  0.378100008      -0.00000000      -0.0000000000000000     
  0.378149986      -0.00000000      -0.0000000000000000     
  0.378199995      -0.00000000      -0.0000000000000000     
  0.378250003      -0.00000000      -0.0000000000000000     
  0.378300011      -0.00000000      -0.0000000000000000     
  0.378349990      -0.00000000      -0.0000000000000000     
  0.378399998      -0.00000000      -0.0000000000000000     
  0.378450006      -0.00000000      -0.0000000000000000     
  0.378500015      -0.00000000      -0.0000000000000000     
  0.378549993      -0.00000000      -0.0000000000000000     
  0.378600001      -0.00000000      -0.0000000000000000     
  0.378650010      -0.00000000      -0.0000000000000000     
  0.378699988      -0.00000000      -0.0000000000000000     
  0.378749996      -0.00000000      -0.0000000000000000     
  0.378800005      -0.00000000      -0.0000000000000000     
  0.378850013      -0.00000000      -0.0000000000000000     
  0.378899992      -0.00000000      -0.0000000000000000     
  0.378950000      -0.00000000      -0.0000000000000000     
  0.379000008      -0.00000000      -0.0000000000000000     
  0.379049987      -0.00000000      -0.0000000000000000     
  0.379099995      -0.00000000      -0.0000000000000000     
  0.379150003      -0.00000000      -0.0000000000000000     
  0.379200011      -0.00000000      -0.0000000000000000     
  0.379249990      -0.00000000      -0.0000000000000000     
  0.379299998      -0.00000000      -0.0000000000000000     
  0.379350007      -0.00000000      -0.0000000000000000     
  0.379400015      -0.00000000      -0.0000000000000000     
  0.379449993      -0.00000000      -0.0000000000000000     
  0.379500002      -0.00000000      -0.0000000000000000     
  0.379550010      -0.00000000      -0.0000000000000000     
  0.379599988      -0.00000000      -0.0000000000000000     
  0.379649997      -0.00000000      -0.0000000000000000     
  0.379700005      -0.00000000      -0.0000000000000000     
  0.379750013      -0.00000000      -0.0000000000000000     
  0.379799992      -0.00000000      -0.0000000000000000     
  0.379850000      -0.00000000      -0.0000000000000000     
  0.379900008      -0.00000000      -0.0000000000000000     
  0.379949987      -0.00000000      -0.0000000000000000     
  0.379999995      -0.00000000      -0.0000000000000000     
  0.380050004      -0.00000000      -0.0000000000000000     
  0.380100012      -0.00000000      -0.0000000000000000     
  0.380149990      -0.00000000      -0.0000000000000000     
  0.380199999      -0.00000000      -0.0000000000000000     
  0.380250007      -0.00000000      -0.0000000000000000     
  0.380299985      -0.00000000      -0.0000000000000000     
  0.380349994      -0.00000000      -0.0000000000000000     
  0.380400002      -0.00000000      -0.0000000000000000     
  0.380450010      -0.00000000      -0.0000000000000000     
  0.380499989      -0.00000000      -0.0000000000000000     
  0.380549997      -0.00000000      -0.0000000000000000     
  0.380600005      -0.00000000      -0.0000000000000000     
  0.380650014      -0.00000000      -0.0000000000000000     
  0.380699992      -0.00000000      -0.0000000000000000     
  0.380750000      -0.00000000      -0.0000000000000000     
  0.380800009      -0.00000000      -0.0000000000000000     
  0.380849987      -0.00000000      -0.0000000000000000     
  0.380899996      -0.00000000      -0.0000000000000000     
  0.380950004      -0.00000000      -0.0000000000000000     
  0.381000012      -0.00000000      -0.0000000000000000     
  0.381049991      -0.00000000      -0.0000000000000000     
  0.381099999      -0.00000000      -0.0000000000000000     
  0.381150007      -0.00000000      -0.0000000000000000     
  0.381199986      -0.00000000      -0.0000000000000000     
  0.381249994      -0.00000000      -0.0000000000000000     
  0.381300002      -0.00000000      -0.0000000000000000     
  0.381350011      -0.00000000      -0.0000000000000000     
  0.381399989      -0.00000000      -0.0000000000000000     
  0.381449997      -0.00000000      -0.0000000000000000     
  0.381500006      -0.00000000      -0.0000000000000000     
  0.381550014      -0.00000000      -0.0000000000000000     
  0.381599993      -0.00000000      -0.0000000000000000     
  0.381650001      -0.00000000      -0.0000000000000000     
  0.381700009      -0.00000000      -0.0000000000000000     
  0.381749988      -0.00000000      -0.0000000000000000     
  0.381799996      -0.00000000      -0.0000000000000000     
  0.381850004      -0.00000000      -0.0000000000000000     
  0.381900012      -0.00000000      -0.0000000000000000     
  0.381949991      -0.00000000      -0.0000000000000000     
  0.381999999      -0.00000000      -0.0000000000000000     
  0.382050008      -0.00000000      -0.0000000000000000     
  0.382099986      -0.00000000      -0.0000000000000000     
  0.382149994      -0.00000000      -0.0000000000000000     
  0.382200003      -0.00000000      -0.0000000000000000     
  0.382250011      -0.00000000      -0.0000000000000000     
  0.382299989      -0.00000000      -0.0000000000000000     
  0.382349998      -0.00000000      -0.0000000000000000     
  0.382400006      -0.00000000      -0.0000000000000000     
  0.382450014      -0.00000000      -0.0000000000000000     
  0.382499993      -0.00000000      -0.0000000000000000     
  0.382550001      -0.00000000      -0.0000000000000000     
  0.382600009      -0.00000000      -0.0000000000000000     
  0.382649988      -0.00000000      -0.0000000000000000     
  0.382699996      -0.00000000      -0.0000000000000000     
  0.382750005      -0.00000000      -0.0000000000000000     
  0.382800013      -0.00000000      -0.0000000000000000     
  0.382849991      -0.00000000      -0.0000000000000000     
  0.382900000      -0.00000000      -0.0000000000000000     
  0.382950008      -0.00000000      -0.0000000000000000     
  0.382999986      -0.00000000      -0.0000000000000000     
  0.383049995      -0.00000000      -0.0000000000000000     
  0.383100003      -0.00000000      -0.0000000000000000     
  0.383150011      -0.00000000      -0.0000000000000000     
  0.383199990      -0.00000000      -0.0000000000000000     
  0.383249998      -0.00000000      -0.0000000000000000     
  0.383300006      -0.00000000      -0.0000000000000000     
  0.383350015      -0.00000000      -0.0000000000000000     
  0.383399993      -0.00000000      -0.0000000000000000     
  0.383450001      -0.00000000      -0.0000000000000000     
  0.383500010      -0.00000000      -0.0000000000000000     
  0.383549988      -0.00000000      -0.0000000000000000     
  0.383599997      -0.00000000      -0.0000000000000000     
  0.383650005      -0.00000000      -0.0000000000000000     
  0.383700013      -0.00000000      -0.0000000000000000     
  0.383749992      -0.00000000      -0.0000000000000000     
  0.383800000      -0.00000000      -0.0000000000000000     
  0.383850008      -0.00000000      -0.0000000000000000     
  0.383899987      -0.00000000      -0.0000000000000000     
  0.383949995      -0.00000000      -0.0000000000000000     
  0.384000003      -0.00000000      -0.0000000000000000     
  0.384050012      -0.00000000      -0.0000000000000000     
  0.384099990      -0.00000000      -0.0000000000000000     
  0.384149998      -0.00000000      -0.0000000000000000     
  0.384200007      -0.00000000      -0.0000000000000000     
  0.384249985      -0.00000000      -0.0000000000000000     
  0.384299994      -0.00000000      -0.0000000000000000     
  0.384350002      -0.00000000      -0.0000000000000000     
  0.384400010      -0.00000000      -0.0000000000000000     
  0.384449989      -0.00000000      -0.0000000000000000     
  0.384499997      -0.00000000      -0.0000000000000000     
  0.384550005      -0.00000000      -0.0000000000000000     
  0.384600013      -0.00000000      -0.0000000000000000     
  0.384649992      -0.00000000      -0.0000000000000000     
  0.384700000      -0.00000000      -0.0000000000000000     
  0.384750009      -0.00000000      -0.0000000000000000     
  0.384799987      -0.00000000      -0.0000000000000000     
  0.384849995      -0.00000000      -0.0000000000000000     
  0.384900004      -0.00000000      -0.0000000000000000     
  0.384950012      -0.00000000      -0.0000000000000000     
  0.384999990      -0.00000000      -0.0000000000000000     
  0.385049999      -0.00000000      -0.0000000000000000     
  0.385100007      -0.00000000      -0.0000000000000000     
  0.385149986      -0.00000000      -0.0000000000000000     
  0.385199994      -0.00000000      -0.0000000000000000     
  0.385250002      -0.00000000      -0.0000000000000000     
  0.385300010      -0.00000000      -0.0000000000000000     
  0.385349989      -0.00000000      -0.0000000000000000     
  0.385399997      -0.00000000      -0.0000000000000000     
  0.385450006      -0.00000000      -0.0000000000000000     
  0.385500014      -0.00000000      -0.0000000000000000     
  0.385549992      -0.00000000      -0.0000000000000000     
  0.385600001      -0.00000000      -0.0000000000000000     
  0.385650009      -0.00000000      -0.0000000000000000     
  0.385699987      -0.00000000      -0.0000000000000000     
  0.385749996      -0.00000000      -0.0000000000000000     
  0.385800004      -0.00000000      -0.0000000000000000     
  0.385850012      -0.00000000      -0.0000000000000000     
  0.385899991      -0.00000000      -0.0000000000000000     
  0.385949999      -0.00000000      -0.0000000000000000     
  0.386000007      -0.00000000      -0.0000000000000000     
  0.386049986      -0.00000000      -0.0000000000000000     
  0.386099994      -0.00000000      -0.0000000000000000     
  0.386150002      -0.00000000      -0.0000000000000000     
  0.386200011      -0.00000000      -0.0000000000000000     
  0.386249989      -0.00000000      -0.0000000000000000     
  0.386299998      -0.00000000      -0.0000000000000000     
  0.386350006      -0.00000000      -0.0000000000000000     
  0.386400014      -0.00000000      -0.0000000000000000     
  0.386449993      -0.00000000      -0.0000000000000000     
  0.386500001      -0.00000000      -0.0000000000000000     
  0.386550009      -0.00000000      -0.0000000000000000     
  0.386599988      -0.00000000      -0.0000000000000000     
  0.386649996      -0.00000000      -0.0000000000000000     
  0.386700004      -0.00000000      -0.0000000000000000     
  0.386750013      -0.00000000      -0.0000000000000000     
  0.386799991      -0.00000000      -0.0000000000000000     
  0.386849999      -0.00000000      -0.0000000000000000     
  0.386900008      -0.00000000      -0.0000000000000000     
  0.386949986      -0.00000000      -0.0000000000000000     
  0.386999995      -0.00000000      -0.0000000000000000     
  0.387050003      -0.00000000      -0.0000000000000000     
  0.387100011      -0.00000000      -0.0000000000000000     
  0.387149990      -0.00000000      -0.0000000000000000     
  0.387199998      -0.00000000      -0.0000000000000000     
  0.387250006      -0.00000000      -0.0000000000000000     
  0.387300014      -0.00000000      -0.0000000000000000     
  0.387349993      -0.00000000      -0.0000000000000000     
  0.387400001      -0.00000000      -0.0000000000000000     
  0.387450010      -0.00000000      -0.0000000000000000     
  0.387499988      -0.00000000      -0.0000000000000000     
  0.387549996      -0.00000000      -0.0000000000000000     
  0.387600005      -0.00000000      -0.0000000000000000     
  0.387650013      -0.00000000      -0.0000000000000000     
  0.387699991      -0.00000000      -0.0000000000000000     
  0.387750000      -0.00000000      -0.0000000000000000     
  0.387800008      -0.00000000      -0.0000000000000000     
  0.387849987      -0.00000000      -0.0000000000000000     
  0.387899995      -0.00000000      -0.0000000000000000     
  0.387950003      -0.00000000      -0.0000000000000000     
  0.388000011      -0.00000000      -0.0000000000000000     
  0.388049990      -0.00000000      -0.0000000000000000     
  0.388099998      -0.00000000      -0.0000000000000000     
  0.388150007      -0.00000000      -0.0000000000000000     
  0.388200015      -0.00000000      -0.0000000000000000     
  0.388249993      -0.00000000      -0.0000000000000000     
  0.388300002      -0.00000000      -0.0000000000000000     
  0.388350010      -0.00000000      -0.0000000000000000     
  0.388399988      -0.00000000      -0.0000000000000000     
  0.388449997      -0.00000000      -0.0000000000000000     
  0.388500005      -0.00000000      -0.0000000000000000     
  0.388550013      -0.00000000      -0.0000000000000000     
  0.388599992      -0.00000000      -0.0000000000000000     
  0.388650000      -0.00000000      -0.0000000000000000     
  0.388700008      -0.00000000      -0.0000000000000000     
  0.388749987      -0.00000000      -0.0000000000000000     
  0.388799995      -0.00000000      -0.0000000000000000     
  0.388850003      -0.00000000      -0.0000000000000000     
  0.388900012      -0.00000000      -0.0000000000000000     
  0.388949990      -0.00000000      -0.0000000000000000     
  0.388999999      -0.00000000      -0.0000000000000000     
  0.389050007      -0.00000000      -0.0000000000000000     
  0.389099985      -0.00000000      -0.0000000000000000     
  0.389149994      -0.00000000      -0.0000000000000000     
  0.389200002      -0.00000000      -0.0000000000000000     
  0.389250010      -0.00000000      -0.0000000000000000     
  0.389299989      -0.00000000      -0.0000000000000000     
  0.389349997      -0.00000000      -0.0000000000000000     
  0.389400005      -0.00000000      -0.0000000000000000     
  0.389450014      -0.00000000      -0.0000000000000000     
  0.389499992      -0.00000000      -0.0000000000000000     
  0.389550000      -0.00000000      -0.0000000000000000     
  0.389600009      -0.00000000      -0.0000000000000000     
  0.389649987      -0.00000000      -0.0000000000000000     
  0.389699996      -0.00000000      -0.0000000000000000     
  0.389750004      -0.00000000      -0.0000000000000000     
  0.389800012      -0.00000000      -0.0000000000000000     
  0.389849991      -0.00000000      -0.0000000000000000     
  0.389899999      -0.00000000      -0.0000000000000000     
  0.389950007      -0.00000000      -0.0000000000000000     
  0.389999986      -0.00000000      -0.0000000000000000     
  0.390049994      -0.00000000      -0.0000000000000000     
  0.390100002      -0.00000000      -0.0000000000000000     
  0.390150011      -0.00000000      -0.0000000000000000     
  0.390199989      -0.00000000      -0.0000000000000000     
  0.390249997      -0.00000000      -0.0000000000000000     
  0.390300006      -0.00000000      -0.0000000000000000     
  0.390350014      -0.00000000      -0.0000000000000000     
  0.390399992      -0.00000000      -0.0000000000000000     
  0.390450001      -0.00000000      -0.0000000000000000     
  0.390500009      -0.00000000      -0.0000000000000000     
  0.390549988      -0.00000000      -0.0000000000000000     
  0.390599996      -0.00000000      -0.0000000000000000     
  0.390650004      -0.00000000      -0.0000000000000000     
  0.390700012      -0.00000000      -0.0000000000000000     
  0.390749991      -0.00000000      -0.0000000000000000     
  0.390799999      -0.00000000      -0.0000000000000000     
  0.390850008      -0.00000000      -0.0000000000000000     
  0.390899986      -0.00000000      -0.0000000000000000     
  0.390949994      -0.00000000      -0.0000000000000000     
  0.391000003      -0.00000000      -0.0000000000000000     
  0.391050011      -0.00000000      -0.0000000000000000     
  0.391099989      -0.00000000      -0.0000000000000000     
  0.391149998      -0.00000000      -0.0000000000000000     
  0.391200006      -0.00000000      -0.0000000000000000     
  0.391250014      -0.00000000      -0.0000000000000000     
  0.391299993      -0.00000000      -0.0000000000000000     
  0.391350001      -0.00000000      -0.0000000000000000     
  0.391400009      -0.00000000      -0.0000000000000000     
  0.391449988      -0.00000000      -0.0000000000000000     
  0.391499996      -0.00000000      -0.0000000000000000     
  0.391550004      -0.00000000      -0.0000000000000000     
  0.391600013      -0.00000000      -0.0000000000000000     
  0.391649991      -0.00000000      -0.0000000000000000     
  0.391700000      -0.00000000      -0.0000000000000000     
  0.391750008      -0.00000000      -0.0000000000000000     
  0.391799986      -0.00000000      -0.0000000000000000     
  0.391849995      -0.00000000      -0.0000000000000000     
  0.391900003      -0.00000000      -0.0000000000000000     
  0.391950011      -0.00000000      -0.0000000000000000     
  0.391999990      -0.00000000      -0.0000000000000000     
  0.392049998      -0.00000000      -0.0000000000000000     
  0.392100006      -0.00000000      -0.0000000000000000     
  0.392150015      -0.00000000      -0.0000000000000000     
  0.392199993      -0.00000000      -0.0000000000000000     
  0.392250001      -0.00000000      -0.0000000000000000     
  0.392300010      -0.00000000      -0.0000000000000000     
  0.392349988      -0.00000000      -0.0000000000000000     
  0.392399997      -0.00000000      -0.0000000000000000     
  0.392450005      -0.00000000      -0.0000000000000000     
  0.392500013      -0.00000000      -0.0000000000000000     
  0.392549992      -0.00000000      -0.0000000000000000     
  0.392600000      -0.00000000      -0.0000000000000000     
  0.392650008      -0.00000000      -0.0000000000000000     
  0.392699987      -0.00000000      -0.0000000000000000     
  0.392749995      -0.00000000      -0.0000000000000000     
  0.392800003      -0.00000000      -0.0000000000000000     
  0.392850012      -0.00000000      -0.0000000000000000     
  0.392899990      -0.00000000      -0.0000000000000000     
  0.392949998      -0.00000000      -0.0000000000000000     
  0.393000007      -0.00000000      -0.0000000000000000     
  0.393049985      -0.00000000      -0.0000000000000000     
  0.393099993      -0.00000000      -0.0000000000000000     
  0.393150002      -0.00000000      -0.0000000000000000     
  0.393200010      -0.00000000      -0.0000000000000000     
  0.393249989      -0.00000000      -0.0000000000000000     
  0.393299997      -0.00000000      -0.0000000000000000     
  0.393350005      -0.00000000      -0.0000000000000000     
  0.393400013      -0.00000000      -0.0000000000000000     
  0.393449992      -0.00000000      -0.0000000000000000     
  0.393500000      -0.00000000      -0.0000000000000000     
  0.393550009      -0.00000000      -0.0000000000000000     
  0.393599987      -0.00000000      -0.0000000000000000     
  0.393649995      -0.00000000      -0.0000000000000000     
  0.393700004      -0.00000000      -0.0000000000000000     
  0.393750012      -0.00000000      -0.0000000000000000     
  0.393799990      -0.00000000      -0.0000000000000000     
  0.393849999      -0.00000000      -0.0000000000000000     
  0.393900007      -0.00000000      -0.0000000000000000     
  0.393949986      -0.00000000      -0.0000000000000000     
  0.393999994      -0.00000000      -0.0000000000000000     
  0.394050002      -0.00000000      -0.0000000000000000     
  0.394100010      -0.00000000      -0.0000000000000000     
  0.394149989      -0.00000000      -0.0000000000000000     
  0.394199997      -0.00000000      -0.0000000000000000     
  0.394250005      -0.00000000      -0.0000000000000000     
  0.394300014      -0.00000000      -0.0000000000000000     
  0.394349992      -0.00000000      -0.0000000000000000     
  0.394400001      -0.00000000      -0.0000000000000000     
  0.394450009      -0.00000000      -0.0000000000000000     
  0.394499987      -0.00000000      -0.0000000000000000     
  0.394549996      -0.00000000      -0.0000000000000000     
  0.394600004      -0.00000000      -0.0000000000000000     
  0.394650012      -0.00000000      -0.0000000000000000     
  0.394699991      -0.00000000      -0.0000000000000000     
  0.394749999      -0.00000000      -0.0000000000000000     
  0.394800007      -0.00000000      -0.0000000000000000     
  0.394849986      -0.00000000      -0.0000000000000000     
  0.394899994      -0.00000000      -0.0000000000000000     
  0.394950002      -0.00000000      -0.0000000000000000     
  0.395000011      -0.00000000      -0.0000000000000000     
  0.395049989      -0.00000000      -0.0000000000000000     
  0.395099998      -0.00000000      -0.0000000000000000     
  0.395150006      -0.00000000      -0.0000000000000000     
  0.395200014      -0.00000000      -0.0000000000000000     
  0.395249993      -0.00000000      -0.0000000000000000     
  0.395300001      -0.00000000      -0.0000000000000000     
  0.395350009      -0.00000000      -0.0000000000000000     
  0.395399988      -0.00000000      -0.0000000000000000     
  0.395449996      -0.00000000      -0.0000000000000000     
  0.395500004      -0.00000000      -0.0000000000000000     
  0.395550013      -0.00000000      -0.0000000000000000     
  0.395599991      -0.00000000      -0.0000000000000000     
  0.395649999      -0.00000000      -0.0000000000000000     
  0.395700008      -0.00000000      -0.0000000000000000     
  0.395749986      -0.00000000      -0.0000000000000000     
  0.395799994      -0.00000000      -0.0000000000000000     
  0.395850003      -0.00000000      -0.0000000000000000     
  0.395900011      -0.00000000      -0.0000000000000000     
  0.395949990      -0.00000000      -0.0000000000000000     
  0.395999998      -0.00000000      -0.0000000000000000     
  0.396050006      -0.00000000      -0.0000000000000000     
  0.396100014      -0.00000000      -0.0000000000000000     
  0.396149993      -0.00000000      -0.0000000000000000     
  0.396200001      -0.00000000      -0.0000000000000000     
  0.396250010      -0.00000000      -0.0000000000000000     
  0.396299988      -0.00000000      -0.0000000000000000     
  0.396349996      -0.00000000      -0.0000000000000000     
  0.396400005      -0.00000000      -0.0000000000000000     
  0.396450013      -0.00000000      -0.0000000000000000     
  0.396499991      -0.00000000      -0.0000000000000000     
  0.396550000      -0.00000000      -0.0000000000000000     
  0.396600008      -0.00000000      -0.0000000000000000     
  0.396649987      -0.00000000      -0.0000000000000000     
  0.396699995      -0.00000000      -0.0000000000000000     
  0.396750003      -0.00000000      -0.0000000000000000     
  0.396800011      -0.00000000      -0.0000000000000000     
  0.396849990      -0.00000000      -0.0000000000000000     
  0.396899998      -0.00000000      -0.0000000000000000     
  0.396950006      -0.00000000      -0.0000000000000000     
  0.397000015      -0.00000000      -0.0000000000000000     
  0.397049993      -0.00000000      -0.0000000000000000     
  0.397100002      -0.00000000      -0.0000000000000000     
  0.397150010      -0.00000000      -0.0000000000000000     
  0.397199988      -0.00000000      -0.0000000000000000     
  0.397249997      -0.00000000      -0.0000000000000000     
  0.397300005      -0.00000000      -0.0000000000000000     
  0.397350013      -0.00000000      -0.0000000000000000     
  0.397399992      -0.00000000      -0.0000000000000000     
  0.397450000      -0.00000000      -0.0000000000000000     
  0.397500008      -0.00000000      -0.0000000000000000     
  0.397549987      -0.00000000      -0.0000000000000000     
  0.397599995      -0.00000000      -0.0000000000000000     
  0.397650003      -0.00000000      -0.0000000000000000     
  0.397700012      -0.00000000      -0.0000000000000000     
  0.397749990      -0.00000000      -0.0000000000000000     
  0.397799999      -0.00000000      -0.0000000000000000     
  0.397850007      -0.00000000      -0.0000000000000000     
  0.397899985      -0.00000000      -0.0000000000000000     
  0.397949994      -0.00000000      -0.0000000000000000     
  0.398000002      -0.00000000      -0.0000000000000000     
  0.398050010      -0.00000000      -0.0000000000000000     
  0.398099989      -0.00000000      -0.0000000000000000     
  0.398149997      -0.00000000      -0.0000000000000000     
  0.398200005      -0.00000000      -0.0000000000000000     
  0.398250014      -0.00000000      -0.0000000000000000     
  0.398299992      -0.00000000      -0.0000000000000000     
  0.398350000      -0.00000000      -0.0000000000000000     
  0.398400009      -0.00000000      -0.0000000000000000     
  0.398449987      -0.00000000      -0.0000000000000000     
